name,location,rating,votes,cost,cuisines,cluster,segment
Cafe Velvette,Domlur,3.4,11,400.0,"Cafe, American, Italian, Continental",0,Underperformers
Hot Spot Cafe,Domlur,2.9,17,150.0,"Cafe, Fast Food",0,Underperformers
C-harge by Chefkraft,Indiranagar,3.4,7,600.0,"Cafe, Continental",0,Underperformers
eat.fit,Indiranagar,4.5,875,500.0,"Healthy Food, North Indian, Biryani, Continental, Desserts",1,Budget crowd-pleasers
BOX8- Desi Meals,Old Airport Road,4.3,464,500.0,"North Indian, Mughlai, Fast Food",1,Budget crowd-pleasers
Kerala Pavilion,Domlur,3.9,307,300.0,"Kerala, South Indian, Seafood, Biryani",1,Budget crowd-pleasers
Chai Days,Indiranagar,4.5,132,200.0,"Cafe, Tea, Beverages, Fast Food",1,Budget crowd-pleasers
Ghar Ki Rasoi,Indiranagar,3.1,50,500.0,"North Indian, Chinese, Italian",0,Underperformers
Shanmukha,Old Airport Road,3.8,149,800.0,"Biryani, Andhra, North Indian, Chinese",1,Budget crowd-pleasers
DinePost9,Marathahalli,3.8,798,450.0,"North Indian, South Indian, Chinese, Continental",1,Budget crowd-pleasers
FreshMenu,East Bangalore,3.8,1093,450.0,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",1,Budget crowd-pleasers
A 1 Pizza and Food,Old Airport Road,2.8,215,300.0,"Pizza, Chinese, North Indian",0,Underperformers
Chandni Chowk 2 Bangalore,Jeevan Bhima Nagar,4.2,252,400.0,"North Indian, Rolls",1,Budget crowd-pleasers
New Krishna Sagar,Indiranagar,3.5,35,300.0,"South Indian, North Indian, Chinese",0,Underperformers
XO Belgian Waffle,Indiranagar,4.4,95,400.0,"Desserts, Beverages",1,Budget crowd-pleasers
Dal Roti Sabji,Indiranagar,4.1,86,150.0,North Indian,1,Budget crowd-pleasers
Red Kitchen,Jeevan Bhima Nagar,3.4,154,200.0,"North Indian, South Indian, Chinese",0,Underperformers
Gurukrupa Paratha House,Old Airport Road,3.9,644,400.0,"North Indian, Chinese",1,Budget crowd-pleasers
Burger King,Indiranagar,4.0,1400,600.0,"Burger, Fast Food, Beverages",1,Budget crowd-pleasers
Donne Biriyani House,Indiranagar,4.0,494,300.0,Biryani,1,Budget crowd-pleasers
Empire Restaurant,Indiranagar,4.1,8286,750.0,"North Indian, Mughlai, South Indian, Chinese",3,Star restaurants
Sree Spicy Hub,Jeevan Bhima Nagar,3.9,234,600.0,"Andhra, Biryani, South Indian",1,Budget crowd-pleasers
Pathaan Sir,Indiranagar,3.3,55,250.0,"Fast Food, Momos, Rolls",0,Underperformers
Zawaa Foods,Old Airport Road,3.4,42,400.0,"Continental, South Indian, North Indian, Arabian",0,Underperformers
Bharpur Aahar,Jeevan Bhima Nagar,3.9,419,200.0,"North Indian, Chinese",1,Budget crowd-pleasers
Sri Udupi Park,Indiranagar,4.2,781,300.0,"South Indian, North Indian, Chinese, Beverages",1,Budget crowd-pleasers
Chakum Chukum Calcutta On A Roll,Indiranagar,2.8,94,400.0,"Fast Food, Rolls",0,Underperformers
Kabab Souq,Thippasandra,3.8,315,400.0,"North Indian, Chinese, Arabian, BBQ, Middle Eastern",1,Budget crowd-pleasers
Chowpatty,Indiranagar,3.9,929,300.0,"North Indian, Fast Food, Street Food",1,Budget crowd-pleasers
Firangi Bake,Indiranagar,3.9,58,600.0,"Mexican, Italian",1,Budget crowd-pleasers
Midnight Mania,Koramangala 6th Block,4.0,731,700.0,"Pizza, Italian, Beverages",1,Budget crowd-pleasers
Fresh Aahar,Indiranagar,3.9,43,400.0,"Biryani, Mangalorean, Kerala",1,Budget crowd-pleasers
Lion King,Kaggadasapura,3.8,76,250.0,"Chinese, Momos",1,Budget crowd-pleasers
Punjabi Tandoor,Kaggadasapura,3.6,251,700.0,"North Indian, Chinese",1,Budget crowd-pleasers
Roti Shotti,Jeevan Bhima Nagar,3.8,62,400.0,North Indian,1,Budget crowd-pleasers
Khushi Kitchen,Thippasandra,3.4,74,400.0,"Street Food, North Indian, Bengali, Oriya",0,Underperformers
Chakh Le Foods,Jeevan Bhima Nagar,3.4,258,500.0,"North Indian, Mughlai, Bengali, Chinese",0,Underperformers
Khan Saheb Grills and Rolls,Indiranagar,4.0,1074,400.0,"Fast Food, Rolls",1,Budget crowd-pleasers
Behrouz Biryani,Old Airport Road,4.0,88,650.0,Biryani,1,Budget crowd-pleasers
Sagar Deluxe,Jeevan Bhima Nagar,3.4,161,350.0,"South Indian, North Indian, Chinese",0,Underperformers
The Paramount Hotel,Domlur,2.9,325,1000.0,"North Indian, Chinese, Kerala, Mughlai, Arabian, Beverages",0,Underperformers
Tripura Express,Old Airport Road,3.0,168,450.0,"Pizza, Beverages",0,Underperformers
Delite Chaat House,Indiranagar,4.0,454,300.0,"Street Food, Gujarati",1,Budget crowd-pleasers
FoodIshq,Kaggadasapura,4.0,175,450.0,North Indian,1,Budget crowd-pleasers
Corner House Ice Cream,Indiranagar,4.7,2172,400.0,"Ice Cream, Desserts",1,Budget crowd-pleasers
Mojo Pizza - 2X Toppings,Old Airport Road,4.2,227,600.0,Pizza,1,Budget crowd-pleasers
Zaitoon,Old Airport Road,4.3,2032,1000.0,"BBQ, Arabian, Chinese, North Indian, Desserts",2,Hidden gems
Leon Grill,Jeevan Bhima Nagar,4.2,1344,500.0,"Burger, Fast Food",1,Budget crowd-pleasers
Warm Oven,Domlur,4.3,895,500.0,"Bakery, Desserts",1,Budget crowd-pleasers
Kunda Biryani,CV Raman Nagar,3.8,198,800.0,"Hyderabadi, Biryani, North Indian",1,Budget crowd-pleasers
Rajdhani Thali Restaurant,Indiranagar,4.0,1137,1000.0,North Indian,2,Hidden gems
Motis Kitchen,Thippasandra,4.1,563,350.0,"South Indian, Kerala, Biryani",1,Budget crowd-pleasers
Meghana Foods,Indiranagar,4.2,1774,800.0,North Indian,2,Hidden gems
Paradise,Indiranagar,4.0,3268,800.0,"Biryani, North Indian, Kebab",3,Star restaurants
Maravanthe,Indiranagar,4.4,711,1000.0,"Seafood, Mangalorean",2,Hidden gems
VSV Chettinad,Kaggadasapura,3.3,73,600.0,"Chettinad, South Indian, Chinese, Seafood, Rolls, North Indian",0,Underperformers
New Punjabi Hotel,Old Airport Road,3.2,393,400.0,"North Indian, Chinese",0,Underperformers
Chef's Cap Chinese Cuisine Restaurant,Old Airport Road,3.9,37,400.0,Chinese,1,Budget crowd-pleasers
Hongkong Garden,Kaggadasapura,3.9,310,500.0,"Chinese, Thai, Seafood, Momos",1,Budget crowd-pleasers
Dindigul Thalappakatti,Indiranagar,4.2,326,800.0,"Biryani, Chinese, North Indian, South Indian",1,Budget crowd-pleasers
KFC,Old Airport Road,3.9,332,400.0,"Burger, Fast Food",1,Budget crowd-pleasers
Potful,Domlur,4.1,1135,650.0,"Biryani, Kebab, Rolls, Mughlai",1,Budget crowd-pleasers
The Good Bowl,Indiranagar,3.7,15,500.0,"Italian, North Indian, Biryani",1,Budget crowd-pleasers
Beijing Bites,Jeevan Bhima Nagar,3.2,292,850.0,"Chinese, Thai",0,Underperformers
Hyderabad Biryaani House,Old Airport Road,3.9,1626,700.0,"Biryani, North Indian, Chinese",1,Budget crowd-pleasers
Kya Khaoge,Old Airport Road,3.8,69,300.0,"North Indian, Chinese",1,Budget crowd-pleasers
Andal Mess,Indiranagar,3.2,136,300.0,"South Indian, North Indian",0,Underperformers
Bathinda Dine,Indiranagar,4.1,760,950.0,North Indian,2,Hidden gems
Django,Indiranagar,4.0,220,800.0,"Beverages, Italian, Pizza, Burger",1,Budget crowd-pleasers
B.M.W - Bhookh Mitaane Wala,Koramangala 1st Block,3.7,510,500.0,"North Indian, South Indian, Chinese",1,Budget crowd-pleasers
Donne Biriyani Mane,Indiranagar,3.8,149,350.0,"Biryani, Mughlai",1,Budget crowd-pleasers
The Paratha Stories,Koramangala 1st Block,3.3,38,400.0,North Indian,0,Underperformers
Taco Bell,Indiranagar,4.1,393,600.0,"Mexican, American, Fast Food",1,Budget crowd-pleasers
Bhookha Sher,Old Airport Road,3.2,34,350.0,"North Indian, Fast Food",0,Underperformers
Ambur Hot Dum Biryani,Old Airport Road,3.1,47,200.0,Biryani,0,Underperformers
Green Pepper,Jeevan Bhima Nagar,3.9,262,600.0,"Seafood, South Indian, Chinese, Kerala",1,Budget crowd-pleasers
Punjabi's Food Corner,CV Raman Nagar,3.6,89,250.0,"North Indian, Chinese",1,Budget crowd-pleasers
Hungree Belly,Kaggadasapura,3.9,633,800.0,"Continental, North Indian, Chinese, Bengali",1,Budget crowd-pleasers
Aathurar,Jeevan Bhima Nagar,3.3,584,600.0,"Chettinad, Biryani, South Indian, Seafood",0,Underperformers
Moonlight Kitchens,Old Airport Road,3.9,128,400.0,"North Indian, Chinese",1,Budget crowd-pleasers
Delhi Highway,Indiranagar,4.4,3429,1500.0,"North Indian, Mughlai",3,Star restaurants
Pot Biryani,Domlur,3.9,466,600.0,"North Indian, Chinese, Biryani, Seafood",1,Budget crowd-pleasers
Asha Sweets Center,Indiranagar,4.1,61,200.0,Street Food,1,Budget crowd-pleasers
Plantain Leaf,Thippasandra,3.9,531,600.0,"Andhra, Chinese, North Indian, Biryani",1,Budget crowd-pleasers
KF's Biryani's and Kababs,Koramangala 4th Block,3.4,17,400.0,"Biryani, Kebab",0,Underperformers
Onesta,Indiranagar,4.3,4709,600.0,"Pizza, Cafe, Italian",3,Star restaurants
Savoury Express,Jeevan Bhima Nagar,3.6,32,800.0,Arabian,1,Budget crowd-pleasers
Sri Udupi Park,Old Airport Road,3.7,448,300.0,"South Indian, North Indian, Chinese, Beverages",1,Budget crowd-pleasers
Cheesy Juicy Burgers,Indiranagar,3.8,85,300.0,"Fast Food, Burger, Sandwich, Beverages",1,Budget crowd-pleasers
S P Dum Biryani,Jeevan Bhima Nagar,3.3,77,400.0,Biryani,0,Underperformers
Night Food Joint,Marathahalli,2.8,295,500.0,"North Indian, Chinese",0,Underperformers
Namma Madurai,Kaggadasapura,3.0,179,200.0,South Indian,0,Underperformers
The Chocolate Heaven,Old Airport Road,3.8,139,700.0,"Desserts, Cafe, Italian, Beverages",1,Budget crowd-pleasers
Vietnamese Kitchen,Indiranagar,4.1,536,800.0,"Chinese, Vietnamese, Momos, Thai",1,Budget crowd-pleasers
Sri Udupi Deluxe,Marathahalli,3.5,11,400.0,"North Indian, Chinese, South Indian, Fast Food",0,Underperformers
The Charcoal Factory,Koramangala 6th Block,4.1,291,600.0,"Burger, Pizza, Momos",1,Budget crowd-pleasers
Shahi Darbar,Ejipura,3.2,5,300.0,"Chinese, North Indian",0,Underperformers
Daba Delights,Koramangala 4th Block,3.3,9,400.0,"North Indian, Mughlai",0,Underperformers
Swaadpurna,Jeevan Bhima Nagar,3.6,51,450.0,"North Indian, South Indian, Chinese, Biryani",1,Budget crowd-pleasers
Brownie Heaven,Indiranagar,4.3,132,300.0,Desserts,1,Budget crowd-pleasers
Five Star Chicken,Jeevan Bhima Nagar,3.7,69,300.0,"Fast Food, Burger",1,Budget crowd-pleasers
Food Lover,Indiranagar,3.7,35,400.0,"North Indian, Chinese",1,Budget crowd-pleasers
Chai Point,Indiranagar,4.3,179,250.0,"Fast Food, Beverages",1,Budget crowd-pleasers
Rannaghar,Jeevan Bhima Nagar,3.9,144,600.0,"North Indian, Bengali, Chinese",1,Budget crowd-pleasers
Shalimar,Indiranagar,4.0,160,700.0,"North Indian, Chinese, Seafood",1,Budget crowd-pleasers
Pizza Joint Food Junction,Indiranagar,3.1,8,350.0,"Fast Food, Pizza",0,Underperformers
Night Food Delivery,Indiranagar,2.9,24,500.0,"Burger, Rolls, Sandwich, North Indian",0,Underperformers
Pizza Hut,Indiranagar,3.7,835,750.0,"Pizza, Fast Food",1,Budget crowd-pleasers
Imperial Restaurant,Indiranagar,3.9,241,800.0,"North Indian, Chinese, Mughlai, Seafood",1,Budget crowd-pleasers
Cream Stone,Indiranagar,4.2,743,300.0,"Desserts, Beverages",1,Budget crowd-pleasers
PurpleBasil.in,Indiranagar,4.4,460,500.0,"Healthy Food, Desserts",1,Budget crowd-pleasers
The Biryanis,Jeevan Bhima Nagar,3.8,427,500.0,"Andhra, Biryani, North Indian",1,Budget crowd-pleasers
Kokomo,Koramangala 6th Block,4.0,196,500.0,"Thai, Chinese",1,Budget crowd-pleasers
The Fatty Bao - Asian Gastro Bar,Indiranagar,4.6,3818,1200.0,"Japanese, Sushi, Asian",3,Star restaurants
Coast,Jeevan Bhima Nagar,3.2,68,750.0,"Seafood, Mangalorean, North Indian, Biryani",0,Underperformers
Feel@Home,Marathahalli,3.6,42,300.0,"North Indian, Chinese",1,Budget crowd-pleasers
PreRit's Food Factory,Indiranagar,3.7,74,300.0,"North Indian, Chinese",1,Budget crowd-pleasers
Bangaliana,Indiranagar,3.7,15,500.0,Bengali,1,Budget crowd-pleasers
Nite Out,Koramangala 4th Block,4.0,1113,500.0,"North Indian, Chinese, Biryani",1,Budget crowd-pleasers
UBQ by Barbeque Nation,Indiranagar,3.6,17,450.0,"North Indian, BBQ, Biryani, Kebab",1,Budget crowd-pleasers
Thai Chy,Indiranagar,4.3,451,1200.0,"Thai, Asian, Indonesian",2,Hidden gems
HomeDeli Kitchen,Jeevan Bhima Nagar,3.0,401,600.0,"North Indian, Chinese, Biryani",0,Underperformers
Bombay Sandwich Company,Indiranagar,3.0,40,400.0,"Sandwich, Beverages",0,Underperformers
Momo Rice Noodles,Domlur,3.2,87,600.0,"Chinese, Momos",0,Underperformers
Nando's,Indiranagar,4.3,1235,1200.0,"Portuguese, Wraps, Burger, Salad",2,Hidden gems
Indiana Burgers,Domlur,3.2,50,300.0,Burger,0,Underperformers
Seafood Place,Indiranagar,4.1,298,800.0,"Chinese, North Indian, Kerala, Mangalorean, Seafood",1,Budget crowd-pleasers
Lepcha Foods & Refreshment,Thippasandra,3.4,23,350.0,"Chinese, Momos",0,Underperformers
The Pizza Bakery,Indiranagar,4.8,1781,1200.0,"Italian, Pizza, Beverages",2,Hidden gems
Smoke House Deli,Indiranagar,4.6,5446,1600.0,"European, Italian, Desserts, Salad, Juices, Steak",3,Star restaurants
Bangalore Mandarin,Indiranagar,4.2,985,1100.0,"Chinese, Seafood",2,Hidden gems
Biryani Trip,Indiranagar,4.0,64,400.0,Biryani,1,Budget crowd-pleasers
Srinidhi Sagar,Old Airport Road,3.9,164,250.0,"South Indian, North Indian, Chinese",1,Budget crowd-pleasers
Cupcake Bliss,Domlur,3.6,8,250.0,Bakery,1,Budget crowd-pleasers
Eatsomnia,Koramangala 1st Block,3.5,435,500.0,"North Indian, South Indian, Chinese, Continental",0,Underperformers
Smally's Resto Cafe,Indiranagar,4.1,424,650.0,"Cafe, Italian, Burger, American, Steak",1,Budget crowd-pleasers
Healthie,Indiranagar,3.9,194,600.0,"Healthy Food, Beverages",1,Budget crowd-pleasers
Samosa Singh,Thippasandra,3.7,47,150.0,"Street Food, Beverages",1,Budget crowd-pleasers
Thalis Of India,Indiranagar,3.4,21,500.0,"South Indian, North Indian, Beverages",0,Underperformers
Andhra Ruchulu,Old Airport Road,4.0,51,400.0,"Andhra, North Indian",1,Budget crowd-pleasers
Andhra Mess,Domlur,3.2,129,400.0,"Andhra, Biryani, Chinese",0,Underperformers
Smoor,Indiranagar,4.6,1732,900.0,"Desserts, Cafe, Beverages",2,Hidden gems
Mota Bawarchi,Indiranagar,3.8,57,500.0,"North Indian, Fast Food",1,Budget crowd-pleasers
Lassi Shop,Jeevan Bhima Nagar,4.0,215,100.0,"Beverages, Juices, Ice Cream",1,Budget crowd-pleasers
Bharanis,Domlur,3.5,18,600.0,"Andhra, Biryani",0,Underperformers
Suryawanshi,Indiranagar,4.1,453,700.0,"Seafood, Maharashtrian",1,Budget crowd-pleasers
Delicacy,Jeevan Bhima Nagar,3.9,652,500.0,"Chinese, Thai, Momos",1,Budget crowd-pleasers
The Waffles Hut,Indiranagar,4.0,42,400.0,Desserts,1,Budget crowd-pleasers
Krispy Kreme,Indiranagar,4.1,261,300.0,"Desserts, Beverages",1,Budget crowd-pleasers
Subway,CV Raman Nagar,3.6,108,500.0,"Healthy Food, Sandwich, Salad",1,Budget crowd-pleasers
Just Khao Suey,Indiranagar,4.0,183,600.0,Burmese,1,Budget crowd-pleasers
Mainland China,Indiranagar,4.4,1554,1700.0,Chinese,2,Hidden gems
Faasos,Thippasandra,4.1,112,500.0,"North Indian, Biryani, Fast Food",1,Budget crowd-pleasers
BFC Family Restaurant,Kaggadasapura,3.2,426,600.0,"North Indian, Biryani, Chinese, Rolls",0,Underperformers
Woodfire Pizza,Thippasandra,3.3,32,400.0,"Pizza, Fast Food",0,Underperformers
Anand Sweets and Savouries,Old Airport Road,4.0,262,400.0,"Mithai, Fast Food",1,Budget crowd-pleasers
Annabell,Indiranagar,4.0,269,800.0,"Fast Food, Burger, Beverages",1,Budget crowd-pleasers
Urban Tamaasha,Indiranagar,4.1,880,1200.0,"North Indian, Chinese, Continental",2,Hidden gems
Salt Mango Tree,Indiranagar,4.2,255,800.0,Kerala,1,Budget crowd-pleasers
Burma Burma,Indiranagar,4.7,1674,1500.0,"Asian, Burmese",2,Hidden gems
Pizza Stop,Domlur,3.2,166,600.0,"Pizza, Italian",0,Underperformers
Pasta Street,Indiranagar,4.5,1670,1300.0,"Italian, Pizza, Salad",2,Hidden gems
Desi Chinese kitchen,Indiranagar,4.0,27,700.0,"Chinese, Asian",1,Budget crowd-pleasers
Keventers,Indiranagar,4.0,571,400.0,"Beverages, Desserts, Ice Cream",1,Budget crowd-pleasers
Mani's Dum Biryani,Jeevan Bhima Nagar,4.0,690,750.0,"Biryani, Andhra",1,Budget crowd-pleasers
Kick Out the Jams,Ejipura,4.0,528,350.0,"Burger, American, Italian",1,Budget crowd-pleasers
Cup Chronicles Cafe,Indiranagar,3.9,58,450.0,"Continental, Desserts, Beverages",1,Budget crowd-pleasers
Keto Kitchen,Indiranagar,3.1,22,500.0,Healthy Food,0,Underperformers
Crunch Pizzas - Express Delivery,Indiranagar,3.0,239,500.0,Pizza,0,Underperformers
Assi Tussi Lassi,Ejipura,3.7,27,200.0,"Beverages, Fast Food, Ice Cream",1,Budget crowd-pleasers
Tango Bango,Jeevan Bhima Nagar,3.5,124,500.0,"Burger, American, Beverages, Desserts, Italian, Salad, Ice Cream, Finger Food",0,Underperformers
Tata Cha,Indiranagar,3.9,681,500.0,"Cafe, Tea, North Indian",1,Budget crowd-pleasers
Dhaba - Estd 1986 Delhi,Indiranagar,4.4,1522,1500.0,"North Indian, Mughlai, Desserts",2,Hidden gems
Karachi Bakery,Indiranagar,3.9,63,500.0,"Bakery, Fast Food, Beverages, Desserts",1,Budget crowd-pleasers
YumYumDilli,Indiranagar,3.6,54,500.0,North Indian,1,Budget crowd-pleasers
Coastal Delight,Indiranagar,4.1,198,650.0,"Seafood, South Indian, North Indian, Mangalorean, Chinese",1,Budget crowd-pleasers
Snacks Joint,Jeevan Bhima Nagar,3.7,186,150.0,Fast Food,1,Budget crowd-pleasers
AutoExpress - Hot Dogs,Indiranagar,3.7,19,300.0,"Fast Food, Hot dogs",1,Budget crowd-pleasers
Le Casse CroÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ»te,Thippasandra,4.4,593,800.0,"Fast Food, Sandwich",1,Budget crowd-pleasers
Monkey Bar,Indiranagar,4.3,3888,1400.0,"American, Asian, European, North Indian",3,Star restaurants
Little Kolkata,Ejipura,3.9,96,500.0,"Bengali, North Indian",1,Budget crowd-pleasers
Thunder Fried Chicken,Jeevan Bhima Nagar,3.6,181,350.0,"North Indian, Biryani, Mughlai, Rolls",1,Budget crowd-pleasers
Cita Pani,Indiranagar,3.8,55,350.0,"Biryani, North Indian, Arabian",1,Budget crowd-pleasers
Mama Mia!,Indiranagar,4.3,428,400.0,"Desserts, Cafe",1,Budget crowd-pleasers
Glen's Bakehouse,Indiranagar,4.3,5352,600.0,"Bakery, Cafe, Italian, Desserts",3,Star restaurants
Not Just Parathas,Kaggadasapura,3.8,170,500.0,"North Indian, Chinese",1,Budget crowd-pleasers
Sweet Truth,Thippasandra,3.9,29,500.0,"Bakery, Desserts",1,Budget crowd-pleasers
Roll Er Dokaan,Jeevan Bhima Nagar,3.9,139,300.0,"Street Food, Rolls",1,Budget crowd-pleasers
Snack House,Indiranagar,3.9,26,200.0,"Fast Food, Momos",1,Budget crowd-pleasers
Gokul Kuteera,Indiranagar,3.9,260,650.0,"North Indian, Chinese",1,Budget crowd-pleasers
Taste of Assam,Koramangala 4th Block,3.3,26,400.0,"Assamese, North Indian, Chinese",0,Underperformers
Wow Paratha,Jeevan Bhima Nagar,3.9,38,400.0,North Indian,1,Budget crowd-pleasers
Misal Darbar,Indiranagar,3.0,25,250.0,Maharashtrian,0,Underperformers
Gowdru Hotel,Indiranagar,3.9,203,400.0,South Indian,1,Budget crowd-pleasers
Stoner,Indiranagar,4.4,2699,550.0,"Ice Cream, Pizza, Beverages",2,Hidden gems
No More Hungry,Jeevan Bhima Nagar,3.3,214,450.0,North Indian,0,Underperformers
Dhyaana,Indiranagar,4.3,156,600.0,"Cafe, Healthy Food, Fast Food, Beverages",1,Budget crowd-pleasers
Frozen Bottle,Indiranagar,4.1,174,400.0,"Beverages, Desserts, Ice Cream",1,Budget crowd-pleasers
Roll Over,Indiranagar,4.2,217,500.0,"Ice Cream, Beverages, Fast Food",1,Budget crowd-pleasers
Cafe Grill,Jeevan Bhima Nagar,4.1,505,300.0,"Chinese, North Indian, Rolls",1,Budget crowd-pleasers
North Indies,Kaggadasapura,3.8,27,450.0,North Indian,1,Budget crowd-pleasers
Just Eat,Indiranagar,3.4,18,500.0,"North Indian, Chinese, Beverages",0,Underperformers
Taiki,Indiranagar,4.4,139,1200.0,"Asian, Japanese, Korean, Thai, Sushi",2,Hidden gems
Thai House,Indiranagar,4.2,232,1500.0,Thai,2,Hidden gems
Grand Hotel,Old Airport Road,3.6,57,500.0,"Hyderabadi, Biryani",1,Budget crowd-pleasers
Bombay Brasserie,Indiranagar,4.4,1908,1800.0,Modern Indian,2,Hidden gems
Ovenstory Pizza,Old Airport Road,4.0,108,800.0,Pizza,1,Budget crowd-pleasers
Gobble Up Churros Cafe,Indiranagar,4.3,379,400.0,"Street Food, Continental, Mexican, Beverages, Cafe, Desserts, Spanish",1,Budget crowd-pleasers
Under The Tree,Domlur,3.0,64,200.0,"Desserts, Juices, Fast Food",0,Underperformers
Treat,Indiranagar,3.9,553,800.0,"North Indian, Mughlai",1,Budget crowd-pleasers
Aagaman Veg,Indiranagar,4.0,560,900.0,"North Indian, Chinese, South Indian",1,Budget crowd-pleasers
Jonah's,Indiranagar,4.1,1856,1100.0,"Italian, Seafood, American, Continental",2,Hidden gems
The Cake Mart,Old Airport Road,3.7,22,600.0,"Bakery, Desserts",1,Budget crowd-pleasers
Paratha Corner,CV Raman Nagar,3.2,23,150.0,North Indian,0,Underperformers
Crunch Pizzas,Domlur,2.9,331,600.0,"Italian, Pizza",0,Underperformers
Tea Brew,Indiranagar,4.1,1157,500.0,"Cafe, Continental, Momos, Italian, North Indian",1,Budget crowd-pleasers
InnerChef,Indiranagar,3.7,271,500.0,"North Indian, Continental",1,Budget crowd-pleasers
Bob's Restaurant,Jeevan Bhima Nagar,4.0,331,500.0,"North Indian, Chinese",1,Budget crowd-pleasers
Hotel Karavali,Jeevan Bhima Nagar,3.7,264,450.0,"Biryani, North Indian, Mangalorean, Seafood",1,Budget crowd-pleasers
Imli,Indiranagar,3.8,1850,800.0,"North Indian, Street Food",2,Hidden gems
Sabari Juice Junction,Jeevan Bhima Nagar,4.1,132,250.0,"Beverages, Sandwich",1,Budget crowd-pleasers
Chung Wah Express,Indiranagar,2.8,97,600.0,"Chinese, Thai, Momos, Vietnamese",0,Underperformers
Mamagoto,Indiranagar,4.4,2579,1600.0,"Asian, Thai, Chinese, BBQ, Momos",2,Hidden gems
YumYumSouth,Indiranagar,3.0,40,600.0,South Indian,0,Underperformers
